latitude,longitude,building_type,construction_quality
19.3816666666667,-155.241,Critical,Low
57.4714,-155.1212,Commercial,Medium
36.6865005493164,-121.372329711914,Residential,Medium
35.9936667,-117.6881667,Residential,High
19.1821666666667,-66.5855,Critical,Medium
38.8455009460449,-122.825668334961,Industrial,Medium
38.8248329162598,-122.80883026123,Critical,Low
19.1700000762939,-155.488830566406,Industrial,Low
59.7536,-150.754,Residential,Medium
52.8381666666667,-169.836833333333,Critical,Medium
64.1512,-153.1246,Critical,Medium
58.2501666666667,-155.161,Critical,High
44.374,-115.1822,Commercial,Low
58.2541666666667,-155.150833333333,Residential,High
18.6946666666667,-67.2548333333333,Critical,Medium
19.3863334655762,-155.279495239258,Industrial,Medium
-54.0548,-2.4865,Residential,High
19.4120006561279,-155.288833618164,Commercial,Medium
60.7241,-151.7982,Commercial,Medium
33.5303333,-116.7295,Commercial,High
-53.9944,-2.4587,Critical,High
-2.9795,139.2355,Critical,Low
40.9308333333333,-124.916333333333,Commercial,Low
61.2545,-146.7795,Industrial,Low
37.357666015625,-119.046333312988,Critical,High
58.2543333333333,-155.123333333333,Commercial,Medium
63.2917,-150.3212,Residential,Low
60.151,-153.1735,Commercial,Medium
51.798,-178.806666666667,Commercial,High
57.9119,-142.7148,Critical,High
19.3640003204346,-155.265670776367,Residential,High
19.3731666666667,-155.238,Critical,High
61.6562,-148.0712,Residential,Medium
31.3826667,-115.8545,Residential,High
37.8860015869141,-122.211669921875,Residential,Low
19.3646659851074,-155.29817199707,Residential,High
62.7167,-148.7096,Residential,High
51.9883,-170.7672,Industrial,Medium
35.6836667,-118.3963333,Commercial,Medium
62.4525,-147.8008,Commercial,High
34.029,-116.883,Commercial,High
19.2876663208008,-155.406661987305,Industrial,Medium
60.4599,-152.3576,Critical,Low
53.9135,-166.366666666667,Residential,High
34.2231667,-118.583,Industrial,Low
51.7603333333333,-177.47,Industrial,Low
7.7231,-82.3344,Residential,Medium
19.1526660919189,-155.352172851562,Critical,Low
31.698,-104.174,Residential,High
19.3813323974609,-155.23583984375,Critical,High
22.0141,143.0437,Commercial,High
60.5685,-149.9082,Critical,Low
53.8676666666667,-166.896,Commercial,Medium
53.7706666666667,-166.922666666667,Critical,Low
31.535,-104.148,Commercial,Medium
19.0688,145.5542,Industrial,Medium
37.2818336486816,-118.690330505371,Critical,Medium
19.4368324279785,-155.425827026367,Residential,Medium
52.7166666666667,-169.885333333333,Residential,High
61.022,-142.834,Critical,Medium
62.0155,-147.85,Commercial,Low
59.5698,-153.0062,Commercial,High
48.60266666666666,-121.27883333333334,Industrial,Medium
38.5424,142.2455,Industrial,Low
37.5327,-117.9418,Industrial,Low
17.9861666666667,-66.8088333333333,Industrial,High
32.2451,100.9605,Critical,High
61.2803333333333,-152.334333333333,Residential,Low
33.1155,-116.517,Residential,High
58.2983333333333,-154.948166666667,Residential,Low
31.672,-104.199,Industrial,High
31.625,-104.359,Industrial,High
61.7715,-149.6538,Residential,High
-18.1055,168.125,Critical,Low
63.5016,-148.3893,Critical,Medium
32.908,-115.5516667,Industrial,High
61.9495,-149.8186,Industrial,Low
35.8668327331543,-120.411666870117,Commercial,Medium
46.80016666666667,-123.51383333333334,Commercial,Medium
19.289,-155.2225,Critical,Low
52.3363333333333,-174.2355,Commercial,Low
32.976,-116.319,Residential,High
38.8203315734863,-122.813003540039,Industrial,Low
19.1641674041748,-155.489501953125,Residential,High
19.1888332366943,-155.496337890625,Commercial,Medium
36.769,-116.2581,Critical,High
17.9401666666667,-66.8493333333333,Critical,Low
19.3875007629395,-155.292999267578,Industrial,Medium
53.9093333333333,-166.385833333333,Industrial,High
62.0276,-151.2129,Residential,Low
61.0824,-150.6416,Commercial,High
61.3302,-146.7735,Commercial,High
33.4836667,-116.4538333,Industrial,High
33.5233333,-116.5303333,Residential,High
19.1641674041748,-155.478668212891,Critical,Low
19.3255,-155.247833333333,Industrial,Low
63.2893,-151.3986,Critical,Low
19.1938323974609,-155.375335693359,Industrial,Low
36.1863333333333,-89.4968333333333,Commercial,High
33.4706667,-116.7558333,Critical,Medium
17.9341666666667,-66.2946666666667,Industrial,Medium
36.6931648254395,-121.366996765137,Industrial,Medium
58.2483333333333,-155.138833333333,Critical,High
4.2862,-75.8571,Critical,High
36.9399,-116.0881,Commercial,High
19.312,-155.22,Commercial,Low
46.202333333333335,-122.19,Industrial,Medium
36.7526,-116.2783,Commercial,High
59.438,-152.7297,Critical,Medium
19.1494998931885,-155.481338500977,Residential,Low
36.9414,-116.104,Residential,Low
35.3863333,-118.2215,Critical,Medium
38.8370018005371,-122.75333404541,Critical,High
19.3861666666667,-155.242666666667,Commercial,Low
34.3503333,-116.457,Commercial,Low
19.4584999084473,-155.231338500977,Critical,High
19.4451675415039,-155.413833618164,Residential,Low
58.1815,-155.292833333333,Commercial,High
61.3245,-152.2695,Residential,Medium
61.2843333333333,-152.355666666667,Commercial,Medium
-6.6211,147.4037,Commercial,Medium
61.6671,-149.6997,Critical,Medium
19.1714992523193,-155.47917175293,Critical,High
60.1379,-152.97,Commercial,High
60.012,-153.086833333333,Residential,Medium
53.8736666666667,-166.913333333333,Commercial,Low
19.2035007476807,-155.49299621582,Commercial,High
64.4977,-146.9225,Residential,Medium
-6.3572,149.7145,Commercial,Low
36.955,-116.0729,Residential,High
-18.2728,-70.6548,Critical,Low
34.14,-84.04,Critical,Low
63.3967,-149.3675,Residential,High
37.2046,-117.3595,Industrial,Low
46.3315,-122.24066666666668,Critical,Medium
64.3069,-148.3752,Commercial,Medium
19.378999710083,-154.934326171875,Commercial,Low
19.3115,-155.220666666667,Industrial,Low
60.2269,-150.7733,Residential,Low
61.1133333333333,-152.549833333333,Residential,Medium
36.7051,-117.3675,Commercial,Medium
65.5752,-144.8801,Critical,Low
54.1423333333333,-165.9175,Commercial,Medium
36.9375,-116.0953,Industrial,Low
36.9107,-116.099,Commercial,Low
19.3028335571289,-155.214340209961,Commercial,Low
19.4646663665771,-155.140167236328,Commercial,Medium
46.827,-110.736,Industrial,Medium
61.2519,-146.8821,Residential,High
-55.1718,-28.8828,Residential,High
38.7931671142578,-121.485168457031,Industrial,Low
58.4456666666667,-154.363833333333,Industrial,Low
36.9422,-116.088,Commercial,High
52.7538333333333,-169.8765,Residential,Medium
59.9828333333333,-153.058,Residential,High
36.9416,-116.0849,Critical,High
61.3304,-148.0728,Industrial,Medium
52.6931666666667,-169.87,Critical,High
36.7109,-116.0913,Commercial,High
60.3996,-147.7614,Industrial,Low
46.1165,-111.396833333333,Residential,High
61.2893333333333,-152.329333333333,Industrial,Medium
61.9246,-150.0826,Industrial,Medium
57.7858,-155.3239,Industrial,Medium
19.1668338775635,-155.354995727539,Critical,Medium
59.9863333333333,-153.063,Residential,Low
54.1581666666667,-165.925,Critical,Medium
59.9241,-151.4348,Industrial,Medium
34.1513333333333,-84.0328333333333,Residential,Medium
54.147,-165.9195,Commercial,Low
35.6228333,-117.4715,Residential,High
37.5115,-118.826166666667,Commercial,Low
36.719,-116.08,Commercial,Low
57.6324,-155.3948,Critical,High
31.626,-104.129,Commercial,Low
37.5106658935547,-118.833503723145,Critical,High
37.640998840332,-122.047332763672,Industrial,Low
54.1476666666667,-165.925333333333,Critical,Low
33.5245,-116.7315,Critical,High
-43.1731,-75.6604,Industrial,Medium
33.85,-116.1473333,Critical,High
37.8203315734863,-122.029998779297,Industrial,High
63.1168,-151.5449,Industrial,Low
59.6458,-152.7847,Residential,High
31.634,-104.38,Industrial,High
62.2609,-151.0329,Critical,Medium
37.5115013122559,-118.834999084473,Residential,Medium
53.9016666666667,-167.058,Residential,High
33.64,-117.9036667,Commercial,Medium
19.17799949646,-155.480331420898,Critical,Low
51.7515,-177.474666666667,Critical,Medium
-3.455,128.2527,Critical,Medium
31.676,-104.203,Commercial,High
32.6408333,-115.7325,Industrial,High
32.6376667,-115.716,Residential,High
47.02816666666666,-122.97883333333333,Critical,Low
33.6401667,-117.898,Commercial,High
61.3015,-152.275,Residential,Medium
31.602,-104.527,Industrial,Low
31.609,-103.978,Commercial,Medium
33.63,-117.9046667,Critical,Low
33.6311667,-117.9098333,Critical,High
19.3158340454102,-155.214996337891,Residential,Low
-55.1304,-28.9057,Residential,Low
58.1676666666667,-155.3815,Industrial,Medium
38.7928352355957,-122.748497009277,Residential,Medium
40.699,-74.7633,Critical,High
19.4003333333333,-155.262833333333,Commercial,High
59.8968,-152.6839,Residential,Medium
38.7863349914551,-122.74299621582,Commercial,Medium
33.6438333,-116.7095,Commercial,High
-55.3027,-29.1944,Residential,Low
-55.1773,-29.1133,Industrial,Medium
19.3135,-155.211666666667,Residential,Low
19.3135,-155.217833333333,Industrial,High
19.3151666666667,-155.219333333333,Commercial,Medium
51.9041666666667,179.591,Commercial,High
54.1185,-165.947,Industrial,High
38.6754989624023,-122.887336730957,Critical,Low
38.8370018005371,-122.834503173828,Industrial,Low
-3.0147,141.877,Industrial,Medium
32.8905,-115.5185,Residential,Medium
38.7758331298828,-122.744163513184,Commercial,High
54.1108333333333,-165.949666666667,Commercial,Low
32.9778333,-116.3128333,Industrial,Medium
32.8778333,-115.5178333,Critical,High
35.9635,-117.6583333,Critical,Low
57.6878333333333,-156.099333333333,Critical,Medium
54.1193333333333,-165.951166666667,Commercial,Medium
38.8443336486816,-122.832000732422,Commercial,Medium
54.1156666666667,-165.943833333333,Industrial,Medium
54.1168333333333,-165.944166666667,Industrial,Low
52.8258333333333,-169.867,Commercial,Low
63.2123,-151.3157,Commercial,Medium
33.5833333,-116.806,Commercial,High
52.3376666666667,-174.188,Residential,Low
52.3401666666667,-174.168833333333,Commercial,Medium
52.3363333333333,-174.194166666667,Industrial,High
52.341,-174.2325,Industrial,High
34.2568333333333,-92.5476666666667,Residential,Low
65.5245,-144.8497,Commercial,Low
33.8785,-117.5001667,Critical,Medium
52.3353333333333,-174.1885,Critical,Low
52.3375,-174.220666666667,Residential,High
52.3346666666667,-174.231666666667,Commercial,Low
52.3431666666667,-174.145166666667,Industrial,Low
52.3373333333333,-174.187333333333,Industrial,Low
51.9668333333333,178.413166666667,Commercial,Low
52.3398333333333,-174.219,Industrial,Low
52.3415,-174.236833333333,Residential,High
38.8443336486816,-122.83032989502,Critical,High
58.7162,-153.5325,Critical,Medium
38.8461685180664,-122.831665039062,Commercial,High
47.174,-114.019166666667,Residential,Medium
51.759,-177.478166666667,Industrial,High
65.1995,-147.0527,Industrial,Medium
31.675,-104.197,Critical,Medium
34.068,25.5982,Commercial,Medium
51.7576666666667,-177.470833333333,Commercial,High
38.8351669311523,-122.799003601074,Critical,High
46.9143333333333,-112.5215,Residential,Medium
38.835334777832,-122.816497802734,Critical,Medium
51.9363333333333,179.382166666667,Commercial,Low
46.0163333333333,-112.459833333333,Critical,Low
34.9435,-97.32766667,Commercial,High
31.676,-104.181,Critical,Low
-7.1889,121.0828,Critical,Low
60.921,-151.7879,Industrial,Medium
38.7924995422363,-122.757331848145,Residential,Low
38.8226661682129,-122.843170166016,Commercial,Medium
61.1963333333333,-152.249666666667,Industrial,Medium
38.8321647644043,-122.815002441406,Industrial,Medium
-22.3366,-70.1649,Commercial,High
62.4874,-153.1466,Critical,Medium
63.5386,-151.0136,Critical,High
31.522,-104.008,Industrial,High
51.8426666666667,179.62,Critical,Low
61.722,-147.5244,Commercial,Low
38.8308334350586,-122.791831970215,Commercial,Low
31.64,-103.994,Commercial,Low
19.2811660766602,-155.401672363281,Commercial,Medium
60.0131666666667,-153.046333333333,Residential,High
58.2328333333333,-155.123166666667,Industrial,High
51.8015,-178.843666666667,Commercial,High
34.5761667,-117.2516667,Commercial,Medium
36.2185,-95.85983333,Residential,High
-20.5543,-69.1454,Critical,High
24.1681,121.6971,Industrial,Medium
61.3165,-152.270666666667,Commercial,Low
32.9168333,-116.2395,Industrial,Medium
38.8224983215332,-122.813667297363,Commercial,Low
19.1854991912842,-155.365005493164,Commercial,Low
36.6302,-116.2857,Industrial,Low
36.1166667,-117.884,Industrial,Low
33.3913333,-116.339,Commercial,High
51.8086666666667,179.566666666667,Residential,Low
36.7517,-116.28,Industrial,High
60.0433333333333,-153.117166666667,Commercial,Low
36.3643341064453,-120.423332214355,Residential,Medium
31.517,-104.012,Residential,High
33.3458333,-116.2333333,Commercial,High
38.8356666564941,-122.782836914062,Residential,Low
65.2538,-148.9856,Industrial,Medium
34.442,-117.909,Industrial,Medium
32.4368333,-115.1688333,Residential,Low
38.7863349914551,-122.766830444336,Critical,High
44.3191666666667,-115.180666666667,Critical,Low
31.681,-104.421,Commercial,High
38.8291664123535,-122.852500915527,Critical,Low
45.07983333333333,-120.99216666666666,Industrial,Low
35.6475,-117.4786667,Commercial,Low
60.0096666666667,-153.140333333333,Commercial,High
52.7565,-169.884333333333,Critical,High
31.678,-104.426,Critical,Low
-2.9965,138.2797,Industrial,Low
-9.0417,116.8871,Industrial,Medium
61.5881,-149.967,Commercial,Medium
38.751335144043,-122.717002868652,Commercial,High
38.7958335876465,-122.785835266113,Commercial,Low
51.866,-177.914166666667,Commercial,Medium
63.2994,-149.9155,Critical,High
58.318,-154.964666666667,Industrial,Low
35.6631667,-117.5108333,Industrial,High
38.8191680908203,-122.821998596191,Residential,Medium
58.1755,-155.278333333333,Commercial,High
60.927,-150.9656,Critical,Low
51.7708333333333,-177.4605,Residential,High
19.2724990844727,-155.379165649414,Commercial,Low
38.8349990844727,-122.816833496094,Critical,Medium
51.7638333333333,-177.467,Critical,Low
60.9402,-151.1032,Residential,High
33.4653333,-116.5625,Critical,Medium
47.76433333333333,-122.383,Commercial,Low
38.8333320617676,-122.801498413086,Critical,High
60.2661,-149.8968,Critical,Medium
20.1650009155273,-155.729995727539,Critical,High
18.0278333333333,-66.8351666666667,Critical,Medium
50.1322,147.6405,Critical,Medium
65.802,-143.6775,Critical,Low
35.7756667,-117.5891667,Commercial,High
33.471,-116.4975,Residential,Medium
19.0585,-66.6838333333333,Industrial,Medium
38.8139991760254,-122.820503234863,Residential,Low
19.3621666666667,-155.086,Critical,High
55.3608,-157.0519,Critical,Medium
38.8048324584961,-122.770332336426,Critical,High
37.5058326721191,-118.841331481934,Commercial,High
38.5115,-112.902166666667,Industrial,Low
66.4793,-147.7519,Industrial,Low
38.800666809082,-122.751998901367,Industrial,Medium
61.4281,-146.6071,Critical,Medium
38.8241653442383,-122.802001953125,Residential,High
33.0323333,-116.2958333,Industrial,Low
62.1245,-151.2338,Residential,Medium
35.7026,-116.548,Industrial,Low
38.8216667175293,-122.844169616699,Industrial,Low
33.7211667,-116.8406667,Commercial,High
62.0677,-151.8442,Residential,Low
33.2843333,-115.689,Critical,High
51.7751666666667,-177.486,Commercial,Medium
36.7234992980957,-121.119667053223,Commercial,High
65.5532,-145.9759,Critical,Low
33.2705,-116.4353333,Residential,Medium
36.7304,-115.8931,Industrial,Medium
19.2189998626709,-155.374160766602,Critical,Low
60.8397,-146.8471,Critical,Medium
62.8234,-151.3937,Industrial,Low
46.19416666666667,-122.18883333333332,Residential,Low
51.9603333333333,179.497333333333,Industrial,High
51.9233333333333,179.590166666667,Critical,Low
62.6735,-149.2079,Industrial,Low
38.8463325500488,-122.815002441406,Commercial,High
54.8193333333333,-163.9555,Residential,Medium
63.3081,-145.3802,Industrial,Low
54.13,-165.9005,Residential,Medium
36.5364990234375,-121.117668151855,Commercial,High
33.6495,-116.706,Commercial,Low
57.6433,-153.4323,Critical,High
62.7412,-149.5354,Residential,High
51.8701666666667,-177.855,Commercial,High
40.7051,84.2414,Industrial,High
61.2891666666667,-152.333666666667,Critical,Low
35.9676667,-117.6496667,Critical,High
48.23883333333333,-121.67816666666668,Commercial,Low
61.2881666666667,-152.2905,Residential,Low
61.2966666666667,-152.282833333333,Commercial,Low
60.0661666666667,-153.071666666667,Critical,Medium
31.6492,-104.4272,Critical,Medium
31.634,-104.374,Industrial,High
60.013,-153.109166666667,Commercial,High
31.68,-104.421,Industrial,Low
51.7365,-176.843166666667,Residential,Low
60.7962,-150.5041,Commercial,Medium
19.3906666666667,-155.271833333333,Industrial,Low
35.6815,-117.5415,Critical,Medium
38.8188323974609,-122.823501586914,Commercial,High
51.7615,-177.468833333333,Critical,Medium
62.0069,-148.5719,Industrial,High
33.2786667,-116.2421667,Residential,High
59.7539,-29.9123,Residential,High
38.8235015869141,-122.765502929688,Residential,Medium
38.49,-112.897,Critical,Medium
63.4484,-147.5361,Residential,High
19.4073333740234,-155.2431640625,Commercial,High
61.7878,-146.8101,Residential,Low
31.672,-104.549,Commercial,Medium
47.4347,-70.0302,Industrial,High
64.6858,-147.6077,Critical,High
17.6716,-68.34,Commercial,Low
35.5078333,-118.3891667,Residential,Medium
56.1646666666667,-159.374833333333,Critical,High
13.6834,-91.8598,Industrial,Low
60.0658333333333,-153.052,Critical,Low
46.20283333333333,-122.18683333333334,Industrial,High
57.0571666666667,-135.757666666667,Residential,Medium
51.8551666666667,-177.795333333333,Industrial,Medium
18.626,-68.6285,Residential,Medium
38.8334999084473,-122.818496704102,Commercial,Medium
34.1018333,-116.6295,Critical,Medium
51.6391666666667,-178.759833333333,Critical,High
59.9618333333333,-152.938833333333,Critical,Medium
52.0776666666667,-176.131333333333,Critical,High
48.88583333333333,-123.09633333333332,Commercial,Medium
26.8865,140.4093,Residential,Low
38.7798347473145,-122.757499694824,Commercial,Medium
35.8001670837402,-120.733497619629,Critical,Low
35.8006667,-117.6271667,Commercial,High
62.2146,-150.9595,Critical,Low
27.9856,130.1874,Commercial,Low
63.5642,-151.9389,Industrial,Medium
38.8081665039062,-122.821334838867,Residential,Medium
19.2113342285156,-155.477172851562,Residential,Low
47.6405,-121.75266666666668,Critical,High
61.4065,-150.0694,Commercial,Medium
36.7687,-116.2688,Residential,High
46.203,-122.19083333333332,Residential,High
64.3799,-145.7792,Residential,Medium
57.5167,-156.7097,Critical,High
-4.9767,154.1146,Residential,High
60.024,-153.042833333333,Commercial,Medium
64.7057,-147.9675,Commercial,Medium
33.5868333,-116.8066667,Critical,Low
32.8895,-116.0161667,Commercial,Low
33.7521667,-116.9728333,Industrial,Low
57.2278,-154.8968,Commercial,High
35.705,-117.5536667,Commercial,High
61.3947,-146.8038,Critical,High
-24.0104,-66.864,Residential,Medium
19.386999130249,-155.283660888672,Residential,Low
19.6368,-70.9676,Residential,Low
35.5546,140.7552,Industrial,High
65.983,-147.9785,Residential,High
57.7639,-156.6179,Critical,Medium
38.8348350524902,-122.791999816895,Residential,Medium
38.8201675415039,-122.813003540039,Commercial,Low
31.526,-104.013,Residential,High
36.8278350830078,-121.578330993652,Industrial,High
36.8294982910156,-121.582496643066,Residential,High
35.0416667,-117.667,Industrial,Low
34.5675,-116.4623333,Industrial,High
19.157,-66.6496666666667,Industrial,Medium
35.8871667,-117.7023333,Critical,Medium
31.692,-104.073,Commercial,Low
38.8066673278809,-122.81233215332,Residential,High
35.4826667,-117.5043333,Commercial,Low
62.3571,-149.0707,Industrial,High
19.3933334350586,-155.280670166016,Commercial,Low
35.9558333,-117.9268333,Residential,Low
60.0491666666667,-153.060333333333,Commercial,Low
19.1753330230713,-155.481002807617,Industrial,High
19.2261666666667,-66.719,Commercial,High
38.8101654052734,-122.820335388184,Residential,Medium
58.2626666666667,-154.938833333333,Residential,High
31.739,-104.546,Commercial,Medium
58.258,-154.923333333333,Critical,Low
46.54983333333333,-121.37333333333332,Critical,Medium
19.1918,-66.677,Critical,High
-18.2718,-174.5986,Critical,Medium
36.7162,-116.0478,Residential,High
35.64383333,-98.07566667,Critical,High
48.09,-121.944,Commercial,High
54.145,-165.9035,Residential,Low
34.9876667,-118.1948333,Critical,Low
58.9352,-154.2099,Critical,Low
35.9147,-115.1202,Residential,Low
61.9061,-149.3476,Commercial,High
38.8041648864746,-122.782333374023,Industrial,Low
38.7789993286133,-122.758499145508,Critical,Medium
36.7464981079102,-121.483833312988,Commercial,Medium
33.6341667,-117.907,Critical,Low
61.2851666666667,-152.334833333333,Critical,High
55.0481666666667,-162.235166666667,Residential,High
-17.4565,-178.8373,Commercial,Medium
32.4305,-115.1671667,Residential,High
19.1791667938232,-155.490997314453,Critical,Low
38.8139991760254,-122.817337036133,Industrial,Medium
53.9366666666667,-166.928,Residential,Low
37.0399,-118.2348,Residential,Low
46.341,-111.616833333333,Critical,Medium
60.52,-152.0461,Critical,Low
58.6685,-155.0456,Critical,Medium
31.536,-104.009,Industrial,High
35.6728333,-117.5243333,Residential,High
64.5649,-153.8416,Residential,High
55.0471666666667,-162.238166666667,Residential,Medium
38.7983322143555,-122.75,Critical,Medium
61.8994,-148.2306,Commercial,Medium
31.512,-104.006,Residential,Low
31.521,-104.018,Industrial,High
35.3176667,-118.5201667,Commercial,High
31.518,-104.018,Commercial,Low
38.5103340148926,-119.510833740234,Commercial,Medium
33.0236667,-115.9923333,Critical,High
63.2692,-151.8355,Commercial,High
58.5963333333333,-154.334166666667,Industrial,Medium
38.8028335571289,-122.782165527344,Residential,Low
37.9228324890137,-121.956169128418,Critical,High
51.603,177.9268,Residential,Low
38.8261680603027,-122.762832641602,Critical,Medium
40.698,-74.7722,Critical,Medium
51.83,-176.024,Critical,Medium
38.8330001831055,-122.810668945312,Industrial,Low
33.8956667,-116.2458333,Industrial,Medium
-23.5523,-179.5815,Industrial,Low
60.0425,-140.4594,Commercial,Low
31.63,-104.507,Critical,High
64.979,-147.4601,Residential,High
35.9481658935547,-120.938499450684,Critical,Low
33.894,-116.2421667,Industrial,Medium
51.1598,179.6884,Industrial,High
46.213166666666666,-122.1975,Industrial,Low
33.7495,-117.1036667,Critical,Medium
38.8110008239746,-122.828330993652,Critical,Medium
32.9805,-116.3178333,Industrial,Low
62.1557,-149.4261,Commercial,Low
59.7641,-150.8605,Commercial,High
35.0505,-118.3491667,Critical,High
31.353,-103.655,Industrial,Low
38.7796669006348,-122.757164001465,Commercial,High
19.1731662750244,-155.476837158203,Commercial,High
60.6309,-151.7794,Residential,High
19.1733333333333,-155.4865,Residential,Medium
58.1816666666667,-155.332166666667,Industrial,Low
19.3846664428711,-155.27799987793,Commercial,Low
31.521,-104.012,Commercial,Low
19.1660003662109,-155.476837158203,Industrial,High
19.1643333333333,-155.480333333333,Commercial,Low
38.8203315734863,-122.81266784668,Residential,Low
38.8216667175293,-122.811332702637,Commercial,Medium
38.8206672668457,-122.814498901367,Commercial,High
33.0355,-115.9963333,Industrial,High
38.8321647644043,-122.884330749512,Critical,Low
38.8333320617676,-122.881332397461,Critical,High
32.4088333,-115.1821667,Residential,High
58.4095,-154.401833333333,Critical,Low
61.1596,-150.2922,Residential,High
-16.0144,167.8828,Critical,Medium
47.75066666666667,-121.8615,Residential,High
60.0516666666667,-153.060833333333,Industrial,Medium
38.821834564209,-122.81266784668,Commercial,Low
31.633,-104.508,Commercial,High
51.6246666666667,-178.766666666667,Residential,Low
38.8226661682129,-122.80233001709,Commercial,Low
38.8224983215332,-122.801170349121,Industrial,Low
38.8226661682129,-122.842002868652,Industrial,High
31.727,-104.657,Commercial,High
63.301,-150.4542,Industrial,High
36.9424,-116.0819,Industrial,Medium
32.7281667,-115.8171667,Residential,High
35.1255,-97.94066667,Critical,High
35.63783333,-98.08366667,Commercial,Medium
-38.2187,176.0333,Residential,Medium
19.1661666666667,-155.482833333333,Commercial,Low
61.0868,-151.1282,Industrial,Low
35.55916667,-96.73133333,Industrial,Medium
61.3743,-146.9818,Commercial,Medium
38.8131675720215,-122.80549621582,Commercial,Low
33.9945,-117.0051667,Residential,Low
59.5201,-152.7953,Commercial,High
18.401,-67.468,Residential,Medium
35.6208333,-117.4683333,Critical,High
19.4905,-155.9905,Critical,Low
51.632,-178.761833333333,Industrial,High
38.8194999694824,-122.822830200195,Critical,High
33.5811667,-116.8078333,Industrial,High
32.4331667,-115.1801667,Industrial,Low
36.7446,-116.2825,Residential,Low
38.8294982910156,-122.81600189209,Critical,Low
36.1811,139.7503,Commercial,High
33.9325,-116.3256667,Commercial,Low
38.8126678466797,-122.822830200195,Commercial,Medium
33.5805,-116.8126667,Industrial,High
58.225,-155.613166666667,Industrial,Low
31.769,-103.803,Critical,Medium
33.925,-116.7151667,Industrial,High
60.7026,-151.7973,Commercial,Medium
33.8801667,-116.283,Residential,High
32.4126667,-115.1938333,Industrial,High
18.2225,-67.3491666666667,Industrial,Medium
38.8226661682129,-122.800834655762,Critical,Low
51.6338333333333,-178.801,Critical,Low
