latitude,longitude,fault_line_nearby,tectonic_plate
52.8381666666667,-169.836833333333,No,Pacific Plate
64.1512,-153.1246,No,Juan de Fuca Plate
58.2501666666667,-155.161,Yes,Pacific Plate
44.374,-115.1822,No,Juan de Fuca Plate
58.2541666666667,-155.150833333333,No,Juan de Fuca Plate
18.6946666666667,-67.2548333333333,No,North American Plate
19.3863334655762,-155.279495239258,Yes,Juan de Fuca Plate
-54.0548,-2.4865,No,Pacific Plate
19.4120006561279,-155.288833618164,Yes,Pacific Plate
60.7241,-151.7982,Yes,Pacific Plate
33.5303333,-116.7295,Yes,Eurasian Plate
-53.9944,-2.4587,No,North American Plate
-2.9795,139.2355,Yes,Pacific Plate
40.9308333333333,-124.916333333333,Yes,Eurasian Plate
61.2545,-146.7795,No,Juan de Fuca Plate
37.357666015625,-119.046333312988,No,Juan de Fuca Plate
58.2543333333333,-155.123333333333,Yes,Juan de Fuca Plate
63.2917,-150.3212,Yes,Eurasian Plate
60.151,-153.1735,No,Pacific Plate
51.798,-178.806666666667,Yes,North American Plate
57.9119,-142.7148,Yes,North American Plate
19.3640003204346,-155.265670776367,No,Pacific Plate
19.3731666666667,-155.238,No,Pacific Plate
61.6562,-148.0712,No,Juan de Fuca Plate
31.3826667,-115.8545,Yes,Eurasian Plate
37.8860015869141,-122.211669921875,Yes,Juan de Fuca Plate
19.3646659851074,-155.29817199707,No,North American Plate
62.7167,-148.7096,Yes,Eurasian Plate
51.9883,-170.7672,No,Juan de Fuca Plate
35.6836667,-118.3963333,Yes,Eurasian Plate
62.4525,-147.8008,No,Eurasian Plate
34.029,-116.883,No,Eurasian Plate
19.2876663208008,-155.406661987305,No,Juan de Fuca Plate
60.4599,-152.3576,No,North American Plate
53.9135,-166.366666666667,Yes,Eurasian Plate
34.2231667,-118.583,Yes,Juan de Fuca Plate
51.7603333333333,-177.47,No,North American Plate
7.7231,-82.3344,No,Eurasian Plate
19.1526660919189,-155.352172851562,Yes,Eurasian Plate
31.698,-104.174,No,Juan de Fuca Plate
19.3813323974609,-155.23583984375,Yes,Juan de Fuca Plate
22.0141,143.0437,Yes,Pacific Plate
60.5685,-149.9082,No,Eurasian Plate
53.8676666666667,-166.896,No,Pacific Plate
53.7706666666667,-166.922666666667,No,Pacific Plate
31.535,-104.148,No,Juan de Fuca Plate
19.0688,145.5542,No,Eurasian Plate
37.2818336486816,-118.690330505371,No,Pacific Plate
19.4368324279785,-155.425827026367,Yes,Eurasian Plate
52.7166666666667,-169.885333333333,No,North American Plate
61.022,-142.834,No,Juan de Fuca Plate
62.0155,-147.85,No,North American Plate
59.5698,-153.0062,No,Eurasian Plate
48.60266666666666,-121.27883333333334,No,Pacific Plate
38.5424,142.2455,No,Pacific Plate
37.5327,-117.9418,Yes,Juan de Fuca Plate
17.9861666666667,-66.8088333333333,Yes,Eurasian Plate
32.2451,100.9605,Yes,Eurasian Plate
61.2803333333333,-152.334333333333,Yes,Eurasian Plate
33.1155,-116.517,No,Juan de Fuca Plate
58.2983333333333,-154.948166666667,No,Juan de Fuca Plate
31.672,-104.199,Yes,Juan de Fuca Plate
31.625,-104.359,Yes,Pacific Plate
61.7715,-149.6538,No,Eurasian Plate
-18.1055,168.125,Yes,Pacific Plate
63.5016,-148.3893,Yes,North American Plate
32.908,-115.5516667,No,North American Plate
61.9495,-149.8186,Yes,Juan de Fuca Plate
35.8668327331543,-120.411666870117,No,Pacific Plate
46.80016666666667,-123.51383333333334,No,Juan de Fuca Plate
19.289,-155.2225,No,Juan de Fuca Plate
52.3363333333333,-174.2355,No,Eurasian Plate
32.976,-116.319,No,Juan de Fuca Plate
38.8203315734863,-122.813003540039,No,Juan de Fuca Plate
19.1641674041748,-155.489501953125,No,Juan de Fuca Plate
19.1888332366943,-155.496337890625,No,Eurasian Plate
36.769,-116.2581,Yes,Juan de Fuca Plate
17.9401666666667,-66.8493333333333,Yes,Juan de Fuca Plate
19.3875007629395,-155.292999267578,No,Eurasian Plate
53.9093333333333,-166.385833333333,Yes,Eurasian Plate
62.0276,-151.2129,Yes,North American Plate
61.0824,-150.6416,No,Pacific Plate
61.3302,-146.7735,No,Eurasian Plate
33.4836667,-116.4538333,Yes,Eurasian Plate
33.5233333,-116.5303333,Yes,Juan de Fuca Plate
19.1641674041748,-155.478668212891,No,Juan de Fuca Plate
19.3255,-155.247833333333,Yes,Eurasian Plate
63.2893,-151.3986,Yes,North American Plate
19.1938323974609,-155.375335693359,Yes,Juan de Fuca Plate
36.1863333333333,-89.4968333333333,Yes,Eurasian Plate
33.4706667,-116.7558333,Yes,North American Plate
17.9341666666667,-66.2946666666667,No,Eurasian Plate
36.6931648254395,-121.366996765137,Yes,Pacific Plate
58.2483333333333,-155.138833333333,Yes,Eurasian Plate
4.2862,-75.8571,Yes,Eurasian Plate
36.9399,-116.0881,No,Pacific Plate
19.312,-155.22,No,North American Plate
46.202333333333335,-122.19,Yes,Juan de Fuca Plate
36.7526,-116.2783,Yes,Juan de Fuca Plate
59.438,-152.7297,Yes,North American Plate
19.1494998931885,-155.481338500977,Yes,Juan de Fuca Plate
36.9414,-116.104,Yes,North American Plate
35.3863333,-118.2215,Yes,Pacific Plate
38.8370018005371,-122.75333404541,Yes,Eurasian Plate
19.3861666666667,-155.242666666667,No,Pacific Plate
34.3503333,-116.457,Yes,Juan de Fuca Plate
19.4584999084473,-155.231338500977,Yes,Juan de Fuca Plate
19.4451675415039,-155.413833618164,Yes,Pacific Plate
58.1815,-155.292833333333,Yes,Eurasian Plate
61.3245,-152.2695,No,Eurasian Plate
61.2843333333333,-152.355666666667,Yes,Juan de Fuca Plate
-6.6211,147.4037,Yes,Pacific Plate
61.6671,-149.6997,Yes,Juan de Fuca Plate
19.1714992523193,-155.47917175293,No,North American Plate
60.1379,-152.97,No,Eurasian Plate
60.012,-153.086833333333,Yes,Juan de Fuca Plate
53.8736666666667,-166.913333333333,No,Pacific Plate
19.2035007476807,-155.49299621582,No,Pacific Plate
64.4977,-146.9225,No,Pacific Plate
-6.3572,149.7145,No,Eurasian Plate
36.955,-116.0729,No,Eurasian Plate
-18.2728,-70.6548,No,Juan de Fuca Plate
34.14,-84.04,Yes,Eurasian Plate
63.3967,-149.3675,Yes,Eurasian Plate
37.2046,-117.3595,Yes,Juan de Fuca Plate
46.3315,-122.24066666666668,No,Juan de Fuca Plate
64.3069,-148.3752,No,Juan de Fuca Plate
19.378999710083,-154.934326171875,Yes,Pacific Plate
19.3115,-155.220666666667,No,Pacific Plate
60.2269,-150.7733,No,Juan de Fuca Plate
61.1133333333333,-152.549833333333,No,Juan de Fuca Plate
36.7051,-117.3675,Yes,Pacific Plate
65.5752,-144.8801,No,North American Plate
54.1423333333333,-165.9175,No,Eurasian Plate
36.9375,-116.0953,No,North American Plate
36.9107,-116.099,Yes,Juan de Fuca Plate
19.3028335571289,-155.214340209961,No,North American Plate
19.4646663665771,-155.140167236328,No,Juan de Fuca Plate
46.827,-110.736,Yes,Juan de Fuca Plate
61.2519,-146.8821,No,Juan de Fuca Plate
-55.1718,-28.8828,No,North American Plate
38.7931671142578,-121.485168457031,No,Juan de Fuca Plate
58.4456666666667,-154.363833333333,Yes,North American Plate
36.9422,-116.088,Yes,Eurasian Plate
52.7538333333333,-169.8765,No,Juan de Fuca Plate
59.9828333333333,-153.058,Yes,North American Plate
36.9416,-116.0849,No,Juan de Fuca Plate
61.3304,-148.0728,No,Juan de Fuca Plate
52.6931666666667,-169.87,No,Eurasian Plate
36.7109,-116.0913,Yes,Pacific Plate
60.3996,-147.7614,Yes,Eurasian Plate
46.1165,-111.396833333333,No,Juan de Fuca Plate
61.2893333333333,-152.329333333333,No,North American Plate
61.9246,-150.0826,Yes,Juan de Fuca Plate
57.7858,-155.3239,No,Eurasian Plate
19.1668338775635,-155.354995727539,No,North American Plate
59.9863333333333,-153.063,No,Juan de Fuca Plate
54.1581666666667,-165.925,Yes,Eurasian Plate
59.9241,-151.4348,No,Pacific Plate
34.1513333333333,-84.0328333333333,No,Pacific Plate
54.147,-165.9195,No,Juan de Fuca Plate
35.6228333,-117.4715,No,North American Plate
37.5115,-118.826166666667,No,North American Plate
36.719,-116.08,No,Eurasian Plate
57.6324,-155.3948,No,Juan de Fuca Plate
31.626,-104.129,No,Eurasian Plate
37.5106658935547,-118.833503723145,Yes,North American Plate
37.640998840332,-122.047332763672,No,Juan de Fuca Plate
54.1476666666667,-165.925333333333,Yes,North American Plate
33.5245,-116.7315,Yes,North American Plate
-43.1731,-75.6604,Yes,North American Plate
33.85,-116.1473333,No,Eurasian Plate
37.8203315734863,-122.029998779297,Yes,Eurasian Plate
63.1168,-151.5449,No,Juan de Fuca Plate
59.6458,-152.7847,No,Pacific Plate
31.634,-104.38,Yes,Pacific Plate
62.2609,-151.0329,Yes,Eurasian Plate
37.5115013122559,-118.834999084473,No,North American Plate
53.9016666666667,-167.058,Yes,North American Plate
33.64,-117.9036667,No,Eurasian Plate
19.17799949646,-155.480331420898,Yes,Eurasian Plate
51.7515,-177.474666666667,No,North American Plate
-3.455,128.2527,No,North American Plate
31.676,-104.203,Yes,Eurasian Plate
32.6408333,-115.7325,No,Eurasian Plate
32.6376667,-115.716,Yes,Pacific Plate
47.02816666666666,-122.97883333333333,Yes,Pacific Plate
33.6401667,-117.898,Yes,Pacific Plate
61.3015,-152.275,Yes,North American Plate
31.602,-104.527,Yes,Eurasian Plate
31.609,-103.978,No,Pacific Plate
33.63,-117.9046667,No,North American Plate
33.6311667,-117.9098333,No,Eurasian Plate
19.3158340454102,-155.214996337891,Yes,Eurasian Plate
-55.1304,-28.9057,Yes,North American Plate
58.1676666666667,-155.3815,No,Juan de Fuca Plate
38.7928352355957,-122.748497009277,Yes,Eurasian Plate
40.699,-74.7633,No,Juan de Fuca Plate
19.4003333333333,-155.262833333333,Yes,North American Plate
59.8968,-152.6839,No,Pacific Plate
38.7863349914551,-122.74299621582,No,Pacific Plate
33.6438333,-116.7095,Yes,North American Plate
-55.3027,-29.1944,Yes,Eurasian Plate
-55.1773,-29.1133,No,Juan de Fuca Plate
19.3135,-155.211666666667,Yes,North American Plate
19.3135,-155.217833333333,Yes,Juan de Fuca Plate
19.3151666666667,-155.219333333333,No,Eurasian Plate
51.9041666666667,179.591,No,Eurasian Plate
54.1185,-165.947,Yes,North American Plate
38.6754989624023,-122.887336730957,Yes,North American Plate
38.8370018005371,-122.834503173828,No,North American Plate
-3.0147,141.877,No,Juan de Fuca Plate
32.8905,-115.5185,No,Juan de Fuca Plate
38.7758331298828,-122.744163513184,Yes,Juan de Fuca Plate
54.1108333333333,-165.949666666667,Yes,Pacific Plate
32.9778333,-116.3128333,No,North American Plate
32.8778333,-115.5178333,Yes,Eurasian Plate
35.9635,-117.6583333,Yes,Eurasian Plate
57.6878333333333,-156.099333333333,No,Eurasian Plate
54.1193333333333,-165.951166666667,Yes,Eurasian Plate
38.8443336486816,-122.832000732422,Yes,North American Plate
54.1156666666667,-165.943833333333,Yes,Pacific Plate
54.1168333333333,-165.944166666667,Yes,Pacific Plate
52.8258333333333,-169.867,Yes,North American Plate
63.2123,-151.3157,Yes,Eurasian Plate
33.5833333,-116.806,No,Juan de Fuca Plate
52.3376666666667,-174.188,Yes,Eurasian Plate
52.3401666666667,-174.168833333333,No,Juan de Fuca Plate
52.3363333333333,-174.194166666667,Yes,Pacific Plate
52.341,-174.2325,Yes,North American Plate
34.2568333333333,-92.5476666666667,Yes,North American Plate
65.5245,-144.8497,No,Eurasian Plate
33.8785,-117.5001667,No,Juan de Fuca Plate
52.3353333333333,-174.1885,No,Pacific Plate
52.3375,-174.220666666667,No,Juan de Fuca Plate
52.3346666666667,-174.231666666667,Yes,Pacific Plate
52.3431666666667,-174.145166666667,Yes,Juan de Fuca Plate
52.3373333333333,-174.187333333333,Yes,Juan de Fuca Plate
51.9668333333333,178.413166666667,No,Pacific Plate
52.3398333333333,-174.219,Yes,Eurasian Plate
52.3415,-174.236833333333,No,Eurasian Plate
38.8443336486816,-122.83032989502,No,Eurasian Plate
58.7162,-153.5325,No,North American Plate
38.8461685180664,-122.831665039062,Yes,Pacific Plate
47.174,-114.019166666667,No,Pacific Plate
51.759,-177.478166666667,Yes,Eurasian Plate
65.1995,-147.0527,Yes,North American Plate
31.675,-104.197,No,Juan de Fuca Plate
34.068,25.5982,Yes,North American Plate
51.7576666666667,-177.470833333333,Yes,Eurasian Plate
38.8351669311523,-122.799003601074,No,Pacific Plate
46.9143333333333,-112.5215,No,Eurasian Plate
38.835334777832,-122.816497802734,Yes,Juan de Fuca Plate
51.9363333333333,179.382166666667,No,Pacific Plate
46.0163333333333,-112.459833333333,No,Eurasian Plate
34.9435,-97.32766667,Yes,Eurasian Plate
31.676,-104.181,Yes,Pacific Plate
-7.1889,121.0828,No,Pacific Plate
60.921,-151.7879,Yes,North American Plate
38.7924995422363,-122.757331848145,No,Eurasian Plate
38.8226661682129,-122.843170166016,No,Juan de Fuca Plate
61.1963333333333,-152.249666666667,No,Juan de Fuca Plate
38.8321647644043,-122.815002441406,No,North American Plate
-22.3366,-70.1649,No,Eurasian Plate
62.4874,-153.1466,No,Eurasian Plate
63.5386,-151.0136,Yes,North American Plate
31.522,-104.008,No,Juan de Fuca Plate
51.8426666666667,179.62,Yes,North American Plate
61.722,-147.5244,Yes,Pacific Plate
38.8308334350586,-122.791831970215,No,Pacific Plate
31.64,-103.994,Yes,Pacific Plate
19.2811660766602,-155.401672363281,Yes,North American Plate
60.0131666666667,-153.046333333333,No,Juan de Fuca Plate
58.2328333333333,-155.123166666667,No,Pacific Plate
51.8015,-178.843666666667,Yes,North American Plate
34.5761667,-117.2516667,No,Eurasian Plate
36.2185,-95.85983333,No,Pacific Plate
-20.5543,-69.1454,No,Eurasian Plate
24.1681,121.6971,Yes,Eurasian Plate
61.3165,-152.270666666667,Yes,Eurasian Plate
32.9168333,-116.2395,Yes,North American Plate
38.8224983215332,-122.813667297363,No,Pacific Plate
19.1854991912842,-155.365005493164,No,Pacific Plate
36.6302,-116.2857,Yes,Eurasian Plate
36.1166667,-117.884,Yes,Pacific Plate
33.3913333,-116.339,Yes,North American Plate
51.8086666666667,179.566666666667,No,Juan de Fuca Plate
36.7517,-116.28,No,Pacific Plate
60.0433333333333,-153.117166666667,Yes,Pacific Plate
36.3643341064453,-120.423332214355,Yes,Eurasian Plate
31.517,-104.012,No,Juan de Fuca Plate
33.3458333,-116.2333333,No,Eurasian Plate
38.8356666564941,-122.782836914062,Yes,Juan de Fuca Plate
65.2538,-148.9856,No,North American Plate
34.442,-117.909,No,Eurasian Plate
32.4368333,-115.1688333,Yes,Eurasian Plate
38.7863349914551,-122.766830444336,Yes,Eurasian Plate
44.3191666666667,-115.180666666667,Yes,Eurasian Plate
31.681,-104.421,No,Pacific Plate
38.8291664123535,-122.852500915527,No,Pacific Plate
45.07983333333333,-120.99216666666666,No,Eurasian Plate
35.6475,-117.4786667,Yes,Eurasian Plate
60.0096666666667,-153.140333333333,Yes,North American Plate
52.7565,-169.884333333333,No,Eurasian Plate
31.678,-104.426,Yes,Juan de Fuca Plate
-2.9965,138.2797,Yes,Pacific Plate
-9.0417,116.8871,No,North American Plate
61.5881,-149.967,Yes,Juan de Fuca Plate
38.751335144043,-122.717002868652,No,Juan de Fuca Plate
38.7958335876465,-122.785835266113,No,Eurasian Plate
51.866,-177.914166666667,Yes,Juan de Fuca Plate
63.2994,-149.9155,Yes,Eurasian Plate
58.318,-154.964666666667,No,North American Plate
35.6631667,-117.5108333,No,Eurasian Plate
38.8191680908203,-122.821998596191,No,Juan de Fuca Plate
58.1755,-155.278333333333,No,Eurasian Plate
60.927,-150.9656,Yes,Eurasian Plate
51.7708333333333,-177.4605,No,Pacific Plate
19.2724990844727,-155.379165649414,Yes,North American Plate
38.8349990844727,-122.816833496094,Yes,Eurasian Plate
51.7638333333333,-177.467,Yes,Eurasian Plate
60.9402,-151.1032,No,Juan de Fuca Plate
33.4653333,-116.5625,Yes,Eurasian Plate
47.76433333333333,-122.383,No,North American Plate
38.8333320617676,-122.801498413086,No,North American Plate
60.2661,-149.8968,Yes,Eurasian Plate
20.1650009155273,-155.729995727539,No,Juan de Fuca Plate
18.0278333333333,-66.8351666666667,Yes,Eurasian Plate
50.1322,147.6405,No,Juan de Fuca Plate
65.802,-143.6775,Yes,Eurasian Plate
35.7756667,-117.5891667,No,North American Plate
33.471,-116.4975,No,Eurasian Plate
19.0585,-66.6838333333333,Yes,North American Plate
38.8139991760254,-122.820503234863,No,Eurasian Plate
19.3621666666667,-155.086,No,Pacific Plate
55.3608,-157.0519,No,Juan de Fuca Plate
38.8048324584961,-122.770332336426,Yes,Juan de Fuca Plate
37.5058326721191,-118.841331481934,No,Juan de Fuca Plate
38.5115,-112.902166666667,Yes,North American Plate
66.4793,-147.7519,No,Pacific Plate
38.800666809082,-122.751998901367,No,Juan de Fuca Plate
61.4281,-146.6071,No,North American Plate
38.8241653442383,-122.802001953125,Yes,North American Plate
33.0323333,-116.2958333,Yes,Eurasian Plate
62.1245,-151.2338,Yes,North American Plate
35.7026,-116.548,No,North American Plate
38.8216667175293,-122.844169616699,No,Pacific Plate
33.7211667,-116.8406667,No,Juan de Fuca Plate
62.0677,-151.8442,Yes,Eurasian Plate
33.2843333,-115.689,No,Juan de Fuca Plate
51.7751666666667,-177.486,No,North American Plate
36.7234992980957,-121.119667053223,No,Eurasian Plate
65.5532,-145.9759,No,Juan de Fuca Plate
33.2705,-116.4353333,Yes,Pacific Plate
36.7304,-115.8931,Yes,North American Plate
19.2189998626709,-155.374160766602,No,Eurasian Plate
60.8397,-146.8471,No,Juan de Fuca Plate
62.8234,-151.3937,Yes,Juan de Fuca Plate
46.19416666666667,-122.18883333333332,No,North American Plate
51.9603333333333,179.497333333333,No,Juan de Fuca Plate
51.9233333333333,179.590166666667,Yes,Pacific Plate
62.6735,-149.2079,No,Pacific Plate
38.8463325500488,-122.815002441406,No,North American Plate
54.8193333333333,-163.9555,Yes,Pacific Plate
63.3081,-145.3802,Yes,Juan de Fuca Plate
54.13,-165.9005,No,Juan de Fuca Plate
36.5364990234375,-121.117668151855,No,Eurasian Plate
33.6495,-116.706,Yes,North American Plate
57.6433,-153.4323,Yes,Pacific Plate
62.7412,-149.5354,No,North American Plate
51.8701666666667,-177.855,No,Pacific Plate
40.7051,84.2414,No,Eurasian Plate
61.2891666666667,-152.333666666667,Yes,North American Plate
35.9676667,-117.6496667,Yes,Pacific Plate
48.23883333333333,-121.67816666666668,Yes,Juan de Fuca Plate
61.2881666666667,-152.2905,Yes,North American Plate
61.2966666666667,-152.282833333333,No,North American Plate
60.0661666666667,-153.071666666667,Yes,Pacific Plate
31.6492,-104.4272,No,North American Plate
31.634,-104.374,Yes,Pacific Plate
60.013,-153.109166666667,Yes,North American Plate
31.68,-104.421,No,North American Plate
51.7365,-176.843166666667,No,Juan de Fuca Plate
60.7962,-150.5041,No,Eurasian Plate
19.3906666666667,-155.271833333333,No,Pacific Plate
35.6815,-117.5415,Yes,Eurasian Plate
38.8188323974609,-122.823501586914,Yes,Eurasian Plate
51.7615,-177.468833333333,Yes,North American Plate
62.0069,-148.5719,Yes,Juan de Fuca Plate
33.2786667,-116.2421667,Yes,North American Plate
59.7539,-29.9123,No,Eurasian Plate
38.8235015869141,-122.765502929688,No,Pacific Plate
38.49,-112.897,No,Pacific Plate
63.4484,-147.5361,No,North American Plate
19.4073333740234,-155.2431640625,Yes,North American Plate
61.7878,-146.8101,No,Pacific Plate
31.672,-104.549,No,Eurasian Plate
47.4347,-70.0302,Yes,Pacific Plate
64.6858,-147.6077,Yes,Juan de Fuca Plate
17.6716,-68.34,No,Juan de Fuca Plate
35.5078333,-118.3891667,No,Eurasian Plate
56.1646666666667,-159.374833333333,No,North American Plate
13.6834,-91.8598,Yes,Pacific Plate
60.0658333333333,-153.052,Yes,Juan de Fuca Plate
46.20283333333333,-122.18683333333334,No,Pacific Plate
57.0571666666667,-135.757666666667,Yes,Eurasian Plate
51.8551666666667,-177.795333333333,No,Juan de Fuca Plate
18.626,-68.6285,No,Juan de Fuca Plate
38.8334999084473,-122.818496704102,Yes,Eurasian Plate
34.1018333,-116.6295,Yes,Eurasian Plate
51.6391666666667,-178.759833333333,Yes,Pacific Plate
59.9618333333333,-152.938833333333,No,Pacific Plate
52.0776666666667,-176.131333333333,No,Eurasian Plate
48.88583333333333,-123.09633333333332,Yes,North American Plate
26.8865,140.4093,Yes,North American Plate
38.7798347473145,-122.757499694824,No,Pacific Plate
35.8001670837402,-120.733497619629,No,Juan de Fuca Plate
35.8006667,-117.6271667,No,Juan de Fuca Plate
62.2146,-150.9595,Yes,North American Plate
27.9856,130.1874,No,Eurasian Plate
63.5642,-151.9389,No,Eurasian Plate
38.8081665039062,-122.821334838867,Yes,North American Plate
19.2113342285156,-155.477172851562,No,Pacific Plate
47.6405,-121.75266666666668,No,Juan de Fuca Plate
61.4065,-150.0694,Yes,Eurasian Plate
36.7687,-116.2688,No,Eurasian Plate
46.203,-122.19083333333332,Yes,Eurasian Plate
64.3799,-145.7792,Yes,Eurasian Plate
57.5167,-156.7097,Yes,North American Plate
-4.9767,154.1146,Yes,Pacific Plate
60.024,-153.042833333333,Yes,Pacific Plate
64.7057,-147.9675,No,Juan de Fuca Plate
33.5868333,-116.8066667,No,Eurasian Plate
32.8895,-116.0161667,No,Juan de Fuca Plate
33.7521667,-116.9728333,Yes,Pacific Plate
57.2278,-154.8968,No,North American Plate
35.705,-117.5536667,Yes,North American Plate
61.3947,-146.8038,No,Pacific Plate
-24.0104,-66.864,Yes,Juan de Fuca Plate
19.386999130249,-155.283660888672,No,Juan de Fuca Plate
19.6368,-70.9676,No,Pacific Plate
35.5546,140.7552,No,North American Plate
65.983,-147.9785,Yes,North American Plate
57.7639,-156.6179,Yes,Juan de Fuca Plate
38.8348350524902,-122.791999816895,Yes,Juan de Fuca Plate
38.8201675415039,-122.813003540039,No,Eurasian Plate
31.526,-104.013,Yes,Pacific Plate
36.8278350830078,-121.578330993652,No,North American Plate
36.8294982910156,-121.582496643066,Yes,Eurasian Plate
35.0416667,-117.667,Yes,Eurasian Plate
34.5675,-116.4623333,Yes,Pacific Plate
19.157,-66.6496666666667,Yes,North American Plate
35.8871667,-117.7023333,No,Eurasian Plate
31.692,-104.073,No,Juan de Fuca Plate
38.8066673278809,-122.81233215332,No,North American Plate
35.4826667,-117.5043333,No,North American Plate
62.3571,-149.0707,Yes,North American Plate
19.3933334350586,-155.280670166016,Yes,Eurasian Plate
35.9558333,-117.9268333,Yes,Eurasian Plate
60.0491666666667,-153.060333333333,No,North American Plate
19.1753330230713,-155.481002807617,Yes,Eurasian Plate
19.2261666666667,-66.719,Yes,North American Plate
38.8101654052734,-122.820335388184,Yes,Pacific Plate
58.2626666666667,-154.938833333333,Yes,Pacific Plate
31.739,-104.546,No,Eurasian Plate
58.258,-154.923333333333,No,Eurasian Plate
46.54983333333333,-121.37333333333332,Yes,Eurasian Plate
19.1918,-66.677,No,Juan de Fuca Plate
-18.2718,-174.5986,No,Pacific Plate
36.7162,-116.0478,No,North American Plate
35.64383333,-98.07566667,Yes,Pacific Plate
